time,x,y,dx,dy,handle,accel,brake,speed,focus,focus_x,focus_y,comment
1600055475.867,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,7,740.0,994.0,AgentPlugin
1600055476.357,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,4,934.0,473.0,AgentPlugin
1600055476.869,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,1,1083.0,50.0,AgentPlugin
1600055477.364,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,1,1091.0,47.0,AgentPlugin
1600055477.869,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,1,1192.0,191.0,AgentPlugin
1600055478.359,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,1,1099.0,268.0,AgentPlugin
1600055478.858,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,1,1069.0,263.0,AgentPlugin
1600055479.358,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,1,1072.0,265.0,AgentPlugin
1600055479.87,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,1,1073.0,272.0,AgentPlugin
1600055480.358,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,2,1398.0,293.0,AgentPlugin
1600055480.859,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,2,1398.0,293.0,AgentPlugin
1600055481.36,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,2,1398.0,293.0,AgentPlugin
1600055481.862,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,2,1398.0,293.0,AgentPlugin
1600055482.366,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1377.0,378.0,AgentPlugin
1600055482.86,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1535.0,436.0,AgentPlugin
1600055483.36,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1526.0,432.0,AgentPlugin
1600055483.868,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1538.0,424.0,AgentPlugin
1600055484.365,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1387.0,420.0,AgentPlugin
1600055484.864,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1390.0,423.0,AgentPlugin
1600055485.364,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1389.0,422.0,AgentPlugin
1600055485.867,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1379.0,433.0,AgentPlugin
1600055486.366,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1378.0,427.0,AgentPlugin
1600055486.87,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1380.0,535.0,AgentPlugin
1600055487.369,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1380.0,535.0,AgentPlugin
1600055487.859,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1380.0,535.0,AgentPlugin
1600055488.358,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1380.0,535.0,AgentPlugin
1600055488.86,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1380.0,535.0,AgentPlugin
1600055489.367,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1380.0,535.0,AgentPlugin
1600055489.859,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1380.0,535.0,AgentPlugin
1600055490.363,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,8,1342.0,726.0,AgentPlugin
1600055490.868,8018.83,3548.14,1.0,0.0,0.0,0.0,0.0,28.28,5,1342.0,674.0,AgentPlugin
1600055491.667,6603.9,3547.01,1.0,0.0,0.0,0.0,0.67,0.0,-1,746.0,1155.0,AgentPlugin
1600055492.178,6603.9,3547.01,1.0,0.0,0.0,0.0,0.67,0.0,-1,746.0,1155.0,AgentPlugin
1600055492.673,6603.9,3547.01,1.0,0.0,0.0,0.0,0.67,0.0,-1,746.0,1155.0,AgentPlugin
1600055493.175,6603.9,3547.01,1.0,0.0,0.0,0.0,0.67,0.0,8,1382.0,726.0,AgentPlugin
1600055493.673,6603.9,3547.01,1.0,0.0,0.0,0.0,0.66,0.0,7,1188.0,1067.0,AgentPlugin
1600055494.171,6603.9,3547.01,1.0,0.0,0.0,0.0,0.66,0.0,7,1188.0,1067.0,AgentPlugin
